response_id,birth_year_roc,gender,city_raw,ideology_raw,party_id_raw,residency_status_raw,cross_strait_preference_raw,identity_category_raw,direct_support_unification,direct_pride_taiwan,direct_pride_china,education_years,employment_status_raw,work_type_raw,current_status_raw,home_language_raw,father_origin_raw,marital_status_raw,social_media_use_raw,follows_political_news_raw,main_news_source_raw,vote_2024_raw,social_class_raw,list_pride_treatment_indicator,list_independence_treatment_indicator,list_pride_treatment_arm,list_independence_treatment_arm,list_pride_taiwan_treatment_count,list_pride_china_treatment_count,list_pride_control_count,list_pride_taiwan_count,list_independence_treatment_count,list_independence_control_count
R_4Vr7zK0G9hyJ0Yx,41,男性,新北市,中立,新黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,17,沒有工作,,退休,國語,大陸各省市人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中上層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,4,,,2,
R_4D87Y8gD6Bora1j,78,女性,新北市,接近保守主義,時代力量,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,同意,同意,不知道,19,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_4K25rCEceXtWdTl,58,女性,臺北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不知道,12,沒有工作,,家管,台語,台灣閩南人,已婚,每天半小時到一個小時,有,電視,中間層,沒有投票/投廢票,2,0,china_pride_treatment,control,,2,,,,3
R_4KpbHgCDclJEvXy,81,女性,臺南市,中立,不知道,本地出生公民,永遠維持現狀,台灣人,不知道,不知道,不知道,16,有工作,自行創業 (自雇),,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,0,1,control,independence_treatment,,,2,2,2,
R_4bHrzELCIPqJqRW,44,男性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中下層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,3,
R_4Td8jphDImCMNl7,78,男性,高雄市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,同意,9,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,2,,,2,
R_4jBcEezNH9BTk2D,57,男性,臺北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,不知道,14,沒有工作,,退休,台語,台灣的外省人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,1,
R_4hyVLmryzpeDWRg,83,女性,彰化縣,中立,不知道,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不知道,16,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,沒有投票/投廢票,2,1,china_pride_treatment,independence_treatment,,2,,,2,
R_4N44kuxpc95qwBH,74,女性,臺中市,自由主義,國民黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,16,沒有工作,,殘障人士,台語,台灣閩南人,單身,一天數個小時,有,報刊雜誌(紙本或網路),下層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_4vSKru0yezxrLuF,62,女性,新北市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,18,沒有工作,,家管,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中上層,賴清德/蕭美琴,0,0,control,control,,,2,2,,2
R_451zcZ6x9QjKEg1,76,女性,彰化縣,自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,同意,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,1,
R_4BPA9j8CGk79M05,77,男性,臺北市,接近保守主義,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,18,有工作,受雇替別人工作,,國語,大陸各省市人,已婚,一天數個小時,有,社交媒體,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,2
R_4bVMB7U6Au0GN87,76,男性,臺北市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,20,有工作,受雇替別人工作,,國語,台灣閩南人,同居,一天數個小時,有,社交媒體,中上層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,2,,,2,2,
R_4bQaikGTdKt2krh,93,女性,雲林縣,接近自由主義,其他政黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,18,沒有工作,,學生,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,3,
R_4QZJvgfN9LWSs9j,58,男性,臺中市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,17,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,3,,,3,,2
R_4gd3XJy13HfhR4Y,79,男性,彰化縣,自由主義,台灣基進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,18,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,下層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,3,,,3,
R_4diycPgim9ADmZR,86,女性,臺北市,接近保守主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不知道,16,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,沒有投票/投廢票,0,0,control,control,,,3,3,,1
R_69aYGFxdQiXWe0F,67,男性,花蓮縣,中立,不知道,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不知道,14,沒有工作,,失業/待業中,國語,台灣的外省人,單身,一天數個小時,有,報刊雜誌(紙本或網路),下層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,1
R_4oWTW1iePou067f,53,女性,臺北市,中立,時代力量,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,沒有工作,,家管,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4QMnywoqYZsgjUe,38,男性,桃園市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,14,有工作,自行創業 (自雇),,國語,大陸各省市人,已婚,一天數個小時,有,電視,中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,1,
R_4zvi6tCb1XdeNwZ,79,男性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中間層,沒有投票/投廢票,2,0,china_pride_treatment,control,,2,,,,1
R_4tmbdJnEVJWuPfT,58,女性,新北市,中立,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不知道,15,有工作,受雇替別人工作,,國語,大陸各省市人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,0,0,control,control,,,3,3,,1
R_4Fre8rfLReENIuO,70,女性,新北市,接近自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,不知道,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,1,
R_4i9cEPOCiHOCEBu,56,女性,臺北市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,同意,15,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,3,,,,2
R_4oG91QdtFf73hNU,59,男性,桃園市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,18,有工作,受雇替別人工作,,國語,大陸各省市人,已婚,一天數個小時,有,社交媒體,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_4B8P4fLufanO1hx,63,女性,南投縣,中立,不知道,本地出生公民,永遠維持現狀,台灣人,不同意,不知道,不同意,16,沒有工作,,其他,國語,台灣客家人,單身,一天數個小時,有,其他管道,中下層,侯友宜/趙少康,2,0,china_pride_treatment,control,,0,,,,0
R_4r6SxZD8w4JtDBZ,85,女性,臺中市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中間層,侯友宜/趙少康,0,1,control,independence_treatment,,,3,3,1,
R_4I6RbbHyekjP5C5,86,女性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣原住民,同居,一天數個小時,有,社交媒體,中下層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,2,
R_4tGsUJSnFScZGkF,73,女性,新北市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,3,,,4,
R_496sMCKmdNUFIx0,84,女性,臺南市,中立,台灣民眾黨,本地出生公民,儘快宣布獨立,台灣人,同意,同意,同意,15,沒有工作,,學生,國語,台灣閩南人,單身,始終保持連線/上網狀態,沒有,報刊雜誌(紙本或網路),中下層,沒有投票/投廢票,0,0,control,control,,,3,3,,2
R_4Ufqh0AIDSZ21TW,77,男性,臺中市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不同意,9,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,1,,,2,
R_41bLeONMlj1HmQ2,71,男性,新北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不知道,15,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,0,0,control,control,,,2,2,,1
R_4eftHy34VDeScRB,76,女性,臺北市,接近自由主義,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,不知道,不知道,16,有工作,受雇替別人工作,,國語,大陸各省市人,單身,一天數個小時,有,電視,中下層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,1,,,1,,1
R_48HUIIr9jtjclCC,59,男性,新北市,接近保守主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,同意,同意,不同意,19,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中上層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4mxBd6M7wItYosM,61,男性,新北市,中立,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,同意,不同意,19,有工作,受雇替別人工作,,國語,台灣客家人,已婚,始終保持連線/上網狀態,有,電視,中上層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4RomX4H13q8zkjL,76,女性,臺北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,不同意,16,有工作,受雇於公家單位,,國語,大陸各省市人,單身,始終保持連線/上網狀態,有,電視,中上層,侯友宜/趙少康,0,1,control,independence_treatment,,,2,2,1,
R_4Orh7M8jFiVa8bx,75,男性,臺中市,接近自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,同意,14,有工作,在家族企業工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,2,,,2,,2
R_4n895UaQyLm6INb,78,女性,臺北市,中立,國民黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,22,有工作,受雇於公家單位,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,0,
R_44jHF1pb9Hv1IJM,45,女性,高雄市,中立,不知道,本地出生公民,永遠維持現狀,兩者都是,不同意,不知道,不知道,16,沒有工作,,家管,國語,大陸各省市人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中下層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,2,
R_4BzWQUglNBPd0W9,63,男性,高雄市,中立,親民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,不知道,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,其他管道,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_4z9cpdcAafdJ49X,44,女性,臺北市,接近自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,不知道,18,沒有工作,,退休,國語,大陸各省市人,離婚,一天數個小時,有,電視,中上層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,2,
R_4MRHy4W9So3uXia,48,男性,臺北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,不知道,同意,13,沒有工作,,退休,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,2,,,,1
R_4xyQwxZpWCfwMiR,82,女性,高雄市,自由主義,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,16,有工作,受雇於公家單位,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,3,,,3,
R_4V6xcuLeXWANmNj,50,男性,桃園市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,兩者都是,不同意,同意,不知道,18,有工作,在家族企業工作,,國語,大陸各省市人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,3,3,2,
R_4D98DshjJ6zzB7z,55,男性,新北市,中立,國民黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,2
R_4kWRpzYSYhqOaCR,74,女性,高雄市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,電視,中間層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,3,
R_4eKc4M4s35mQkKJ,54,女性,新北市,中立,國民黨,本地出生公民,永遠維持現狀,兩者都是,不知道,同意,不同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中下層,侯友宜/趙少康,0,0,control,control,,,1,1,,2
R_4SvK8Isq2lDm9L9,59,女性,臺北市,中立,國民黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中下層,侯友宜/趙少康,2,0,china_pride_treatment,control,,2,,,,2
R_4nl6Q4qjQqsX02M,56,男性,雲林縣,接近保守主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,不知道,14,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,2,
R_4jHcxMRhdF0lzSY,56,男性,臺南市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,19,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4qgGEXuRkVEQaF2,74,男性,新北市,中立,不知道,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,電視,中間層,沒有投票/投廢票,2,0,china_pride_treatment,control,,3,,,,3
R_4JPZZVKD4dSjaEi,63,女性,新北市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,16,沒有工作,,家管,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,侯友宜/趙少康,2,0,china_pride_treatment,control,,1,,,,1
R_4ztYZr488tbZOMH,92,男性,新北市,接近保守主義,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,15,沒有工作,,學生,國語,台灣客家人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,0,0,control,control,,,0,0,,1
R_4ohfXlD1CR2VYrC,69,男性,高雄市,接近自由主義,國民黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,22,有工作,在家族企業工作,,國語,大陸各省市人,單身,始終保持連線/上網狀態,有,電視,上層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,2,,,2,
R_4UWVIlNzwZDjzqH,75,女性,新北市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不知道,16,有工作,自行創業 (自雇),,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,3,3,2,
R_43DzgfS4IbI5XLB,81,女性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,1,,,,2
R_4VOzRbZtuXX7KM1,90,男性,新竹縣,中立,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,0,0,control,control,,,2,2,,0
R_4ANhEebjMS1GLOF,67,女性,臺北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,不知道,不同意,18,有工作,受雇於公家單位,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,1,
R_4rHidQuRZstT4m8,73,男性,臺中市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不知道,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,1
R_4ERNbSZlQqFCEhY,67,女性,彰化縣,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,台灣人,同意,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,電視,中間層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,3,,,2,
R_43BbdNaig0gYBYs,59,男性,新北市,保守主義,國民黨,本地出生公民,永遠維持現狀,兩者都是,不同意,不知道,不知道,18,有工作,受雇替別人工作,,國語,大陸各省市人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中上層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,4,,,2,
R_4hR0u1oQJydAX3H,89,男性,桃園市,中立,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,同意,同意,不同意,12,有工作,受雇於公家單位,,國語,台灣客家人,單身,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4U6c0EVaQnhhti9,71,女性,臺南市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,同意,18,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,1,1,1,
R_4jZEXYeytaKJJuq,73,女性,彰化縣,中立,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,0,0,control,control,,,2,2,,1
R_4ubfPoqRJwSATHX,58,男性,臺中市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,16,沒有工作,,退休,國語,台灣閩南人,已婚,始終保持連線/上網狀態,沒有,電視,中下層,沒有投票/投廢票,2,0,china_pride_treatment,control,,3,,,,3
R_4jQc2bxalhxyhJv,86,男性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,不同意,18,有工作,受雇於公家單位,,國語,台灣閩南人,同居,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,0,0,control,control,,,3,3,,1
R_4QDkrw6HmuMi2yG,75,女性,新北市,自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,3,
R_4Y9YgZTzO0nca9r,49,男性,臺北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,同意,同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,柯文哲/吳欣盈,0,0,control,control,,,3,3,,2
R_45Los9HKIALzQm5,72,男性,高雄市,接近自由主義,民進黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,18,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4Qil7ClrukH7MOF,73,男性,屏東縣,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,不同意,22,有工作,受雇於公家單位,,客家話,台灣客家人,單身,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4mI2Vvrbkb5VKJ2,76,女性,臺中市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,2,,,2,,2
R_4R5po3yWvlwl8kh,87,男性,彰化縣,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,同意,不知道,16,有工作,在家族企業工作,,台語,大陸各省市人,單身,一天數個小時,有,電視,中下層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4RvtNnfdU8OAR0J,71,女性,臺北市,接近自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,不同意,19,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,廣播電台,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4hEzAxsNgifi96g,74,女性,新北市,中立,不知道,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,在家族企業工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,電視,中下層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,1,,,1,,3
R_4s6K6YD8x4BOwOb,61,男性,新北市,中立,國民黨,本地出生公民,儘快統一,兩者都是,不同意,不同意,同意,12,有工作,受雇替別人工作,,國語,台灣的外省人,已婚,一天數個小時,有,電視,下層,沒有投票/投廢票,0,1,control,independence_treatment,,,1,1,4,
R_4bqippxT7VDL19T,67,女性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中下層,賴清德/蕭美琴,0,0,control,control,,,2,2,,1
R_4RwKFjHfXYpU3wB,76,女性,臺南市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,同意,不同意,17,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中上層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,2,,,,2
R_43eP2MChiwnA5cJ,69,女性,彰化縣,中立,不知道,本地出生公民,永遠維持現狀,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,離婚,一天數個小時,有,電視,下層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,0,
R_4EKZJLY0dtn1QqZ,69,男性,臺南市,中立,其他政黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不同意,14,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,3,,,3,,3
R_4G95WojdERCkagI,61,男性,臺北市,接近自由主義,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,2,,,3,
R_4fuHRKSPY4iAyTQ,88,女性,新北市,自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,12,有工作,受雇於公家單位,,國語,台灣原住民,單身,始終保持連線/上網狀態,有,社交媒體,中下層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4th4HwZtFmRnGdI,63,男性,嘉義縣,接近保守主義,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,台灣人,不同意,不同意,不同意,16,沒有工作,,失業/待業中,台語,台灣閩南人,已婚,每天半小時到一個小時,有,報刊雜誌(紙本或網路),下層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,3,,,3,
R_4fmbBhIE4UMLrlk,86,女性,臺中市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中下層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,2,,,2,
