response_id,birth_year_roc,gender,city_raw,ideology_raw,party_id_raw,residency_status_raw,cross_strait_preference_raw,identity_category_raw,direct_support_unification,direct_pride_taiwan,direct_pride_china,education_years,employment_status_raw,work_type_raw,current_status_raw,home_language_raw,father_origin_raw,marital_status_raw,social_media_use_raw,follows_political_news_raw,main_news_source_raw,vote_2024_raw,social_class_raw,list_pride_treatment_indicator,list_independence_treatment_indicator,list_pride_treatment_arm,list_independence_treatment_arm,list_pride_taiwan_treatment_count,list_pride_china_treatment_count,list_pride_control_count,list_pride_taiwan_count,list_independence_treatment_count,list_independence_control_count
R_4M5wfXMu8cbTC1r,89,男性,高雄市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不知道,同意,不知道,15,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,沒有投票/投廢票,2,0,china_pride_treatment,control,,2,,,,2
R_4E0It8e4KcHTVJa,82,男性,臺南市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,,不同意,不知道,不知道,18,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,沒有投票/投廢票,0,0,control,control,,,3,3,,1
R_4fp1o5dcr99nEh1,90,男性,新北市,自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,同意,同意,同意,21,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,電視,中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,2,,,3,
R_438hvpzffIpnOlb,67,男性,苗栗縣,中立,不知道,本地出生公民,儘快統一,,不同意,不知道,同意,12,有工作,受雇替別人工作,,國語,台灣客家人,單身,一天數個小時,有,社交媒體,中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,2,2,1,
R_4zo9DjGKIQRLyC2,75,男性,新北市,保守主義,時代力量,本地出生公民,永遠維持現狀,,同意,同意,同意,19,有工作,自行創業 (自雇),,國語,台灣的外省人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4D9wczRIfo2s3eh,76,男性,新北市,保守主義,新黨,本地出生公民,維持現狀，以後走向統一,,同意,同意,不同意,15,有工作,在家族企業工作,,國語,台灣閩南人,單身,每天半小時到一個小時,有,社交媒體,中上層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,4,,,2,
R_4f9IgN3GWskhtka,77,女性,桃園市,中立,民進黨,本地出生公民,維持現狀，以後走向統一,,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中下層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,2,,,,2
R_4qyfpf8KYcHcB19,61,男性,新北市,接近保守主義,民進黨,本地出生公民,儘快宣布獨立,,同意,同意,不同意,18,有工作,受雇替別人工作,,台語,台灣閩南人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,1,,,1,1,
R_4KG416IYE8EI0CJ,55,男性,臺北市,中立,不知道,本地出生公民,永遠維持現狀,,不知道,同意,不知道,16,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,沒有投票/投廢票,0,0,control,control,,,1,1,,1
R_4IP1DaEvWwx82I1,58,女性,臺北市,中立,不知道,本地出生公民,永遠維持現狀,,不知道,不知道,不知道,14,有工作,受雇於公家單位,,國語,大陸各省市人,單身,一天數個小時,有,電視,中上層,賴清德/蕭美琴,0,1,control,independence_treatment,,,3,3,2,
R_45z3dA7pMw41FF6,72,男性,桃園市,接近保守主義,國民黨,本地出生公民,永遠維持現狀,,不同意,同意,同意,10,有工作,受雇於公家單位,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中下層,沒有投票/投廢票,2,0,china_pride_treatment,control,,3,,,,1
R_4u13qRYToEvHYuR,57,男性,臺北市,接近保守主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,不知道,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,侯友宜/趙少康,0,0,control,control,,,3,3,,2
R_4nz5FhvIeTb3mox,77,女性,新北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,同意,同意,不同意,20,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4QR68NZRfFQP9zr,84,男性,屏東縣,自由主義,國民黨,本地出生公民,永遠維持現狀,,不同意,同意,不同意,9,有工作,受雇替別人工作,,台語,台灣閩南人,單身,一天數個小時,有,電視,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4opwhWzsMOAHxE9,85,女性,高雄市,中立,不知道,本地出生公民,永遠維持現狀,,不知道,不知道,不知道,16,有工作,受雇於公家單位,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,3,
R_4SaPph5cPrBTKZb,77,女性,高雄市,自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,同意,同意,同意,12,有工作,受雇替別人工作,,國語,台灣的外省人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,2,,,2,1,
R_4wi9fI4ts7wV2Cj,79,女性,臺北市,中立,不知道,本地出生公民,永遠維持現狀,,不知道,同意,不知道,18,有工作,在家族企業工作,,台語,台灣客家人,已婚,一天數個小時,有,社交媒體,中上層,沒有投票/投廢票,2,0,china_pride_treatment,control,,3,,,,2
R_4ib7kdtnt9D45FI,88,女性,桃園市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4cuZ5DN04FJmjeA,72,男性,高雄市,自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,12,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4kk8I6hL71nimZO,86,女性,新北市,中立,不知道,本地出生公民,永遠維持現狀,,不知道,同意,不同意,15,有工作,受雇替別人工作,,國語,台灣閩南人,單身,每天不到半小時,有,社交媒體,中間層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4pEG2wkwXVI3bkR,82,女性,臺北市,中立,台灣民眾黨,本地出生公民,永遠維持現狀,,不知道,同意,不同意,11,有工作,受雇替別人工作,,國語,台灣原住民,已婚,始終保持連線/上網狀態,有,電視,中間層,柯文哲/吳欣盈,1,0,taiwan_pride_treatment,control,4,,,4,,0
R_4jdo7w77QhUy8Tm,70,男性,高雄市,中立,其他政黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,同意,同意,不同意,30,有工作,受雇替別人工作,,其他,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,下層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,1,,,1,,2
R_4GUeGSSNSruKQzn,82,男性,臺南市,接近自由主義,時代力量,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,18,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中上層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,2,
R_4NrWaJcbsZnq4qx,53,男性,桃園市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,不知道,19,有工作,受雇替別人工作,,國語,台灣客家人,已婚,一天數個小時,有,其他管道,中間層,侯友宜/趙少康,2,0,china_pride_treatment,control,,2,,,,1
R_4y2UAjknW1hlmAp,62,男性,新北市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,16,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中下層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,3,,,,3
R_4fWKysxvXn7umyd,56,男性,新北市,接近自由主義,民進黨,本地出生公民,永遠維持現狀,,不知道,同意,不同意,9,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,2,
R_4fBgZEIj7luKXYT,74,女性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,18,沒有工作,,失業/待業中,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,3,,,,2
R_4kULEZfBeuPQ0Ga,86,男性,屏東縣,自由主義,國民黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,單身,始終保持連線/上網狀態,有,社交媒體,中下層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,2,,,3,
R_4siVgLy6YiV8Wi4,85,女性,臺中市,接近自由主義,時代力量,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中上層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,1,1,2,
R_4GPD0vzwIQOP7yx,71,女性,臺北市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,電視,中上層,賴清德/蕭美琴,0,0,control,control,,,3,3,,1
R_4cpH7pwdRdCKMgs,89,女性,苗栗縣,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,16,有工作,受雇於公家單位,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_414Xk3uz8XeMMmU,80,女性,新北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,18,有工作,在家族企業工作,,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,3,,,,2
R_4TQ19NRuenrBclj,92,男性,臺北市,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,,不知道,同意,不同意,12,沒有工作,,學生,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中上層,沒有投票/投廢票,0,0,control,control,,,2,2,,2
R_4X7JXfqrxSuDpwN,74,男性,新北市,中立,台灣民眾黨,本地出生公民,永遠維持現狀,,不知道,同意,不知道,12,沒有工作,,失業/待業中,國語,台灣閩南人,單身,一天數個小時,有,電視,下層,柯文哲/吳欣盈,0,0,control,control,,,3,3,,1
R_4za3Ma7mNJUBnxL,79,男性,桃園市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,不同意,18,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,其他管道,中間層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,2,2,1,
R_4HicgsP1QxfpyB0,66,男性,雲林縣,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,,不知道,同意,同意,19,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中下層,柯文哲/吳欣盈,0,0,control,control,,,2,2,,1
R_4dnoUE4ZpPlIm2j,85,男性,新北市,接近自由主義,台灣民眾黨,本地出生公民,永遠維持現狀,,不同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4iro5pbuU01No6l,77,女性,新北市,中立,台灣民眾黨,本地出生公民,維持現狀，以後走向統一,,不同意,同意,同意,22,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,社交媒體,中下層,柯文哲/吳欣盈,0,0,control,control,,,1,1,,2
R_4veS18U1TUdLi39,72,男性,新北市,中立,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,,不知道,同意,不知道,17,有工作,受雇替別人工作,,國語,台灣的外省人,已婚,一天數個小時,有,電視,中下層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,2,
R_4dsP3GNAET1sZ0t,46,男性,新北市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,同意,10,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,一天數個小時,有,電視,中上層,侯友宜/趙少康,2,0,china_pride_treatment,control,,4,,,,3
R_4F9W2nXkffXjfYw,61,男性,臺中市,自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,同意,15,有工作,受雇替別人工作,,台語,大陸各省市人,同居,一天數個小時,有,電視,下層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4DL5FIAndxioY2l,67,女性,新北市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,柯文哲/吳欣盈,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,2,
R_4Yu1c7ImIsM81nM,89,女性,臺中市,中立,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,同意,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣客家人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,2,
R_4e6neZc0RdB8gDv,51,男性,臺北市,接近自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,不同意,不同意,16,有工作,自行創業 (自雇),,國語,台灣的外省人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,2,
R_4iflGOgPD8NwYcV,57,男性,臺中市,接近自由主義,國民黨,本地出生公民,永遠維持現狀,,不同意,同意,同意,18,有工作,受雇於公家單位,,台語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中上層,侯友宜/趙少康,2,1,china_pride_treatment,independence_treatment,,3,,,1,
R_4rwutDMxAE2TgDh,69,女性,高雄市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,不同意,23,有工作,自行創業 (自雇),,台語,台灣閩南人,單身,一天數個小時,有,其他管道,中上層,侯友宜/趙少康,0,0,control,control,,,1,1,,1
R_4S7U2hfiOPsl8Me,85,男性,桃園市,自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,同意,12,有工作,受雇替別人工作,,台語,台灣客家人,單身,一天數個小時,有,社交媒體,下層,沒有投票/投廢票,2,0,china_pride_treatment,control,,4,,,,1
R_4jMe0v35rYnkcbn,54,男性,基隆市,接近自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,,同意,同意,不同意,14,有工作,自行創業 (自雇),,國語,台灣閩南人,同居,一天數個小時,有,報刊雜誌(紙本或網路),中下層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,4,
R_4rhu5ey91ERE3Ul,61,男性,臺中市,接近保守主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,,不同意,同意,同意,18,有工作,受雇替別人工作,,國語,台灣客家人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,3,3,2,
R_4Lhed5ZtxABdenI,72,男性,宜蘭縣,接近保守主義,民進黨,本地出生公民,維持現狀，以後走向統一,台灣人,同意,同意,同意,9,沒有工作,,失業/待業中,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中上層,賴清德/蕭美琴,0,1,control,independence_treatment,,,2,2,3,
R_4sSA6woMhnJCcyl,62,男性,苗栗縣,自由主義,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,21,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,2,,,,2
R_4hYBOSBgDKyERin,69,女性,新北市,自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不知道,不知道,不同意,12,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,1,1,1,
R_4xYl08U70beAqlb,72,男性,臺中市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,不知道,不知道,16,有工作,受雇替別人工作,,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,其他管道,中下層,侯友宜/趙少康,1,1,taiwan_pride_treatment,independence_treatment,1,,,1,1,
R_4KUaAiDLVHoT1ON,89,男性,臺北市,中立,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,20,有工作,受雇替別人工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中間層,賴清德/蕭美琴,0,0,control,control,,,3,3,,1
R_4ag4Es2GkRBkoxj,92,女性,新北市,接近自由主義,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,不同意,不同意,13,沒有工作,,學生,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,電視,中下層,柯文哲/吳欣盈,2,0,china_pride_treatment,control,,3,,,,2
R_4Xjgn7caYnnDyj7,85,男性,臺北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,16,有工作,在家族企業工作,,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,柯文哲/吳欣盈,2,1,china_pride_treatment,independence_treatment,,2,,,1,
R_4Cj5c82FTnHgllR,66,男性,高雄市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,15,有工作,受雇替別人工作,,台語,台灣閩南人,單身,每天半小時到一個小時,沒有,電視,下層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,3,,,3,,1
R_4fBm7XFY6GODjgJ,30,男性,臺南市,保守主義,國民黨,本地出生公民,維持現狀，以後走向統一,台灣人,不同意,不同意,同意,17,沒有工作,,家管,台語,台灣閩南人,已婚,始終保持連線/上網狀態,沒有,電視,中上層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,3,,,3,,2
R_4Q5W2liyFItcH5B,77,男性,臺中市,接近自由主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,22,有工作,自行創業 (自雇),,台語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,2,0,china_pride_treatment,control,,2,,,,2
R_4twWcuFhBmBKbzc,85,女性,臺東縣,接近自由主義,台灣民眾黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中間層,柯文哲/吳欣盈,0,0,control,control,,,1,1,,1
R_48JcHKVwHvxrdhn,94,女性,新北市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,同意,12,沒有工作,,學生,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,社交媒體,中上層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,3,
R_4hFJUrEKuQ6AJRH,79,男性,苗栗縣,中立,時代力量,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,16,有工作,受雇替別人工作,,國語,其他,單身,一天數個小時,有,報刊雜誌(紙本或網路),中間層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,3,,,3,1,
R_4oX5ElX3UB9HY26,74,女性,新北市,接近自由主義,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不知道,不知道,不知道,20,有工作,自行創業 (自雇),,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中下層,沒有投票/投廢票,0,1,control,independence_treatment,,,2,2,1,
R_4VF1WZhkbLA3eMd,75,女性,高雄市,中立,民進黨,本地出生公民,維持現狀，以後走向統一,台灣人,同意,同意,不同意,12,有工作,自行創業 (自雇),,國語,台灣閩南人,同居,一天數個小時,有,電視,下層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,3,,,3,
R_4PhFcq32ZQipiZ9,66,男性,臺南市,中立,民進黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,同意,13,有工作,受雇替別人工作,,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,電視,中間層,沒有投票/投廢票,1,0,taiwan_pride_treatment,control,4,,,4,,1
R_4hGAWiUNgfQaDuy,77,女性,臺中市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不知道,9,有工作,受雇替別人工作,,客家話,台灣閩南人,已婚,始終保持連線/上網狀態,沒有,社交媒體,中下層,賴清德/蕭美琴,0,0,control,control,,,3,3,,2
R_4ptyNGNe4x8TcHv,77,男性,高雄市,接近自由主義,台灣民眾黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,不知道,不同意,16,有工作,受雇替別人工作,,國語,台灣的外省人,單身,一天數個小時,有,社交媒體,中下層,柯文哲/吳欣盈,0,1,control,independence_treatment,,,3,3,2,
R_4qHzTB6O05bwmTa,46,女性,桃園市,中立,國民黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不知道,12,沒有工作,,退休,國語,台灣閩南人,已婚,一天數個小時,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,2,1,china_pride_treatment,independence_treatment,,1,,,0,
R_44IRcEXCQHHqaMV,72,男性,臺北市,接近自由主義,民進黨,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,不同意,同意,不知道,12,有工作,受雇於公家單位,,國語,台灣的外省人,單身,始終保持連線/上網狀態,有,社交媒體,中上層,賴清德/蕭美琴,0,0,control,control,,,3,3,,3
R_4ln2aoQsuA5ycEU,57,女性,新北市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,12,有工作,受雇於公家單位,,國語,台灣的外省人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,2,,,2,,3
R_4NvNkLhCqhYVYov,35,男性,桃園市,中立,國民黨,本地出生公民,維持現狀，看情形再決定獨立或統一,兩者都是,不同意,不知道,不同意,12,沒有工作,,退休,國語,大陸各省市人,已婚,始終保持連線/上網狀態,有,社交媒體,中下層,侯友宜/趙少康,2,0,china_pride_treatment,control,,2,,,,1
R_4kZbsWV3Mj5k8vE,93,女性,臺北市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,13,有工作,受雇替別人工作,,國語,台灣閩南人,已婚,一天數個小時,有,電視,中下層,沒有投票/投廢票,0,0,control,control,,,1,1,,3
R_42QJMIQuYSRs1DO,50,女性,高雄市,中立,國民黨,本地出生公民,永遠維持現狀,台灣人,同意,同意,不同意,12,沒有工作,,退休,國語,台灣閩南人,已婚,一天數個小時,有,社交媒體,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,2,,,2,,1
R_41zooY8akPWsQpP,72,女性,臺南市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,不知道,同意,不同意,18,有工作,自行創業 (自雇),,國語,台灣閩南人,單身,一天數個小時,有,社交媒體,中上層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,2,,,3,
R_4nUXqtw7uL7SyDz,68,男性,高雄市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,兩者都是,同意,同意,不知道,9,有工作,受雇替別人工作,,客家話,台灣客家人,單身,一天數個小時,有,報刊雜誌(紙本或網路),中上層,賴清德/蕭美琴,1,1,taiwan_pride_treatment,independence_treatment,2,,,2,3,
R_4FJnhPWVQb2N10o,74,女性,臺中市,中立,民進黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,15,有工作,受雇替別人工作,,台語,台灣閩南人,離婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,1,0,taiwan_pride_treatment,control,4,,,4,,2
R_4eOVItfMwuZItGN,84,男性,南投縣,中立,不知道,本地出生公民,儘快宣布獨立,台灣人,同意,同意,不同意,14,有工作,在家族企業工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中下層,賴清德/蕭美琴,2,1,china_pride_treatment,independence_treatment,,1,,,2,
R_47luaN4f45zgNSp,58,女性,彰化縣,接近自由主義,民進黨,本地出生公民,永遠維持現狀,台灣人,不知道,同意,不同意,12,沒有工作,,失業/待業中,國語,台灣的外省人,已婚,一天數個小時,有,電視,中間層,賴清德/蕭美琴,0,1,control,independence_treatment,,,1,1,3,
R_4x53QdHNzKiojOV,91,男性,臺南市,自由主義,不知道,本地出生公民,維持現狀，看情形再決定獨立或統一,台灣人,同意,同意,不同意,12,有工作,受雇替別人工作,,國語,台灣閩南人,單身,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,1,1,taiwan_pride_treatment,independence_treatment,4,,,4,4,
R_4Oku4i96e13puLy,78,女性,臺南市,自由主義,民進黨,本地出生公民,儘快宣布獨立,台灣人,同意,同意,不同意,12,有工作,自行創業 (自雇),,台語,台灣閩南人,已婚,始終保持連線/上網狀態,有,其他管道,中下層,賴清德/蕭美琴,0,1,control,independence_treatment,,,1,1,2,
R_4jpKDuklOnKgk0l,60,男性,臺中市,中立,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,不同意,同意,同意,16,沒有工作,,失業/待業中,國語,台灣的外省人,已婚,始終保持連線/上網狀態,有,社交媒體,中間層,侯友宜/趙少康,1,0,taiwan_pride_treatment,control,2,,,2,,0
R_4Y5lAxma4G1lZEx,83,男性,高雄市,自由主義,民進黨,移民（如工作簽證持有者或臨時工作簽證持有者）,儘快宣布獨立,台灣人,同意,同意,同意,7,有工作,受雇替別人工作,,國語,台灣閩南人,離婚,始終保持連線/上網狀態,有,廣播電台,中間層,賴清德/蕭美琴,0,1,control,independence_treatment,,,1,1,4,
R_43rsc7tD28duFnO,77,女性,臺南市,中立,民進黨,本地出生公民,維持現狀，以後走向獨立,台灣人,同意,同意,不同意,18,有工作,受雇替別人工作,,台語,台灣閩南人,單身,一天數個小時,有,電視,中下層,賴清德/蕭美琴,2,0,china_pride_treatment,control,,3,,,,1
R_4gNmlKXZYrOmS89,60,女性,高雄市,自由主義,國民黨,本地出生公民,永遠維持現狀,台灣人,不同意,同意,不同意,9,沒有工作,,家管,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,報刊雜誌(紙本或網路),中間層,沒有投票/投廢票,0,1,control,independence_treatment,,,1,1,3,
R_4w7tHpzOIACHvHb,64,男性,臺南市,接近自由主義,國民黨,本地出生公民,維持現狀，以後走向統一,兩者都是,同意,同意,同意,15,有工作,自行創業 (自雇),,國語,台灣閩南人,已婚,始終保持連線/上網狀態,有,其他管道,中上層,賴清德/蕭美琴,0,1,control,independence_treatment,,,3,3,2,
