response_id,gender,birth_year,birth_place_raw,birth_place_english,border_region,capital_region,education_nk_raw,education_nk_english,father_party_member_raw,mother_party_member_raw,party_member_raw,year_defection,year_arrived_sk,reason_defection_raw,residence_sk_raw,education_sk_raw,unemployed_raw,retired_raw,political_orientation_raw,party_preference_raw,marital_status_raw,religion_raw,national_identity_strength,direct_sk_pride,direct_nk_pride,list_sk_pride_count,list_nk_pride_count,list_sk_pride_treatment_arm,list_nk_pride_treatment_arm
R_2UbYKJKpdrMxZkf,여,1987,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2017,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,고등학교,아니오,예,중도적,잘 모르겠다,미혼,무교,7,어느 정도 자랑스럽다,어느 정도 자랑스럽다,2,1,Q71|Q72,Q74|Q75
R_R7SsaSXGgWgOCfn,여,1979,함경북도,North Hamgyong Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2006,2009,식량이 부족해서,강원도,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,불교,9,매우 자랑스럽다,별로 자랑스럽지 않다,2,3,Q70|Q72,Q73|Q75
R_1IDVL2KJrRHb7Mk,남,1965,평안남도,South Pyongan Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2003,2003,가족 (자녀 등)에게 더 나은 생활환경을 주려고,대구,전문대학(기술 학교 포함),예,,중도적,잘 모르겠다,기혼,천주교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_2qa4HrVEd2gwIrX,여,1968,개성,Kaesong,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2010,2013,먼저 탈북한 사람(가족 제외)이 권유해서,세종,학교를 다시 다니지 않았다,예,,매우 진보적,잘 모르겠다,기혼,무교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_2tA06FQAFWD0Yq3,여,1953,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2013,2013,북조선에 함께 있던 가족을 따라서,서울,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q74|Q75
R_1Ckn3lLb8JouuPi,남,1977,평안북도,North Pyongan Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2005,2005,신변의 위협을 느껴서,대구,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,미혼,무교,,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,1,Q71|Q72,Q74|Q75
R_233HaI1c8eLTQI1,여,1973,함경남도,South Hamgyong Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2007,2007,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,중도적,국민의힘,미혼,기독교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,3,Q71|Q72,Q73|Q75
R_1mVG8pPm4g9p8lk,여,1971,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,예,아니오,2005,2006,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,대학원 이상,아니오,아니오,잘 모르겠다,잘 모르겠다,이혼,기독교,,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q73|Q75
R_2RX40VZeowFkmc3,여,1972,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1997,2005,식량이 부족해서,인천,학교를 다시 다니지 않았다,예,,잘 모르겠다,잘 모르겠다,이혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,2,1,Q70|Q72,Q74|Q75
R_2xLTmJvOLQ4Ulph,여,1990,량강도,Ryanggang Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2015,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,이혼,무교,,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q71|Q72,Q74|Q75
R_BMn4ufD6XBYg1O1,남,1962,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,1998,2005,신변의 위협을 느껴서,서울,학교를 다시 다니지 않았다,아니오,예,매우 보수적,국민의힘,동거,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,3,Q71|Q72,Q73|Q75
R_3VHpixM80VdTb9L,남,1946,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,예,2007,2006,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,전문대학(기술 학교 포함),예,,매우 보수적,국민의힘,기혼,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,3,Q70|Q72,Q74|Q75
R_vPixDukTEx1R0Ih,여,1952,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,예,1998,2006,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,과부,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,3,Q70|Q72,Q73|Q75
R_3kiEt6wnw2mu57g,남,1966,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2008,2008,신변의 위협을 느껴서,인천,대학교,아니오,아니오,매우 보수적,국민의힘,기혼,기독교,,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_BQbGUmO6obP6Wch,여,1955,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,1999,2005,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,전문대학(기술 학교 포함),예,,매우 보수적,국민의힘,과부,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,1,Q70|Q72,Q73|Q75
R_1QbB1AeTHPrjaWE,여,1957,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2004,2004,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,과부,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,2,1,Q70|Q72,Q74|Q75
R_ZqSf64aAQBASaml,남,1971,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2011,2012,돈을 더 많이 벌고 싶어서,광주,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,국민의힘,기혼,무교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,3,Q70|Q72,Q73|Q75
R_2frMCqHIUYpa11o,여,1976,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2018,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,대학교,아니오,아니오,중도적,잘 모르겠다,과부,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,0,2,Q71|Q72,Q74|Q75
R_3O9qHPfX8b5LSao,여,1967,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,1999,2014,신변의 위협을 느껴서,서울,대학교,아니오,아니오,다소 보수적,국민의힘,과부,기독교,,매우 자랑스럽다,어느 정도 자랑스럽다,1,3,Q70|Q72,Q73|Q75
R_1QxtZq139SHK00s,여,1959,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2001,2009,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,학교를 다시 다니지 않았다,예,,매우 보수적,잘 모르겠다,과부,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q71|Q72,Q74|Q75
R_ZsGMFmhDVKxw0Lf,여,1970,량강도,Ryanggang Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2013,2014,신변의 위협을 느껴서,서울,대학교,아니오,아니오,다소 진보적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q74|Q75
R_qyiLvau3CNdB281,여,1963,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,예,2004,2008,식량이 부족해서,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,동거,기독교,9,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_p5z0v4qZMeTXDiN,남,1982,평안북도,North Pyongan Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,예,2012,2012,돈을 더 많이 벌고 싶어서,서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,기독교,,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_voyfXirkOYI5Qpb,여,1965,평안남도,South Pyongan Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,예,2014,2014,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,과부,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,3,Q71|Q72,Q73|Q75
R_poVW0QGfNgMeurL,여,1958,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2012,2012,기타,경기도,고등학교,아니오,아니오,중도적,국민의힘,,,,매우 자랑스럽다,별로 자랑스럽지 않다,,,Q71|Q72,
R_3qjn011m8GEepq1,여,1984,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2018,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,고등학교,아니오,예,잘 모르겠다,잘 모르겠다,미혼,무교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_2CVZNuiDXca1Tnr,여,1988,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,고등학교,아니오,예,다소 보수적,잘 모르겠다,미혼,무교,7,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,0,Q71|Q72,Q74|Q75
R_1NFbig6uONRSFhL,여,1942,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1995,2015,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,과부,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_3DbTowD02BborPp,여,1974,함경남도,South Hamgyong Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2005,2016,기타,서울,전문대학(기술 학교 포함),아니오,예,중도적,국민의힘,미혼,기독교,0,별로 자랑스럽지 않다,매우 자랑스럽다,0,0,Q71|Q72,Q73|Q75
R_1IvhaXg4Y1B3Pto,여,1963,량강도,Ryanggang Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2010,2011,식량이 부족해서,경기도,기타(예:서당),예,,잘 모르겠다,더불어민주당,기혼,무교,10,매우 자랑스럽다,어느 정도 자랑스럽다,1,3,Q71|Q72,Q73|Q75
R_x4Vo2p8bIoLfNbr,여,1946,평양,Pyongyang,0,1,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,예,2005,2005,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,,,10,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,3,Q71|Q72,Q73|Q75
R_3KxBffTabHrZwXN,여,1965,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1999,2005,식량이 부족해서,서울,대학원 이상,아니오,아니오,매우 진보적,국민의힘,과부,기독교,10,매우 자랑스럽다,,1,2,Q70|Q72,Q73|Q75
R_1I6EbvikxfyPyQa,여,1941,개성,Kaesong,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,1959,1998,북조선에 함께 있던 가족을 따라서,전남,기타(예:서당),아니오,예,중도적,잘 모르겠다,,,2,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_22uku1mdFgs7vmI,여,1977,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2003,2008,신변의 위협을 느껴서,서울,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,이혼,기독교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,2,Q70|Q72,Q74|Q75
R_UoTK7AB9aAh5cNb,여,1938,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,예,2005,2006,식량이 부족해서,서울,전문대학(기술 학교 포함),아니오,예,잘 모르겠다,국민의힘,,,10,매우 자랑스럽다,전혀 자랑스럽지 않다,,,Q71|Q72,
R_2zMAEreOG9mjRh0,여,1956,강원도,Gangwon Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,아니오,2003,2023,먼저 탈북한 사람(가족 제외)이 권유해서,인천,기타(예:서당),아니오,아니오,중도적,국민의힘,,,10,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,,,Q71|Q72,
R_ZBOetVndNXxYm2t,여,1954,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,예,2000,2005,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,,,10,매우 자랑스럽다,전혀 자랑스럽지 않다,,,Q71|Q72,
R_2VsSwkBDE88G2Lp,여,1969,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2015,2015,먼저 탈북한 가족을 찾거나 함께 살기 위해,인천,고등학교,예,,중도적,더불어민주당,기혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,1,Q71|Q72,Q74|Q75
R_9XgKHZMEm5dJRCN,여,1941,라진-선봉,Rason,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,1957,1955,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경북,초등학교 이하,아니오,예,잘 모르겠다,잘 모르겠다,,,2,어느 정도 자랑스럽다,어느 정도 자랑스럽다,1,2,Q70|Q72,Q74|Q75
R_3qPcFneToL5QIkp,여,1978,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,1998,2016,식량이 부족해서,서울,전문대학(기술 학교 포함),아니오,예,중도적,잘 모르겠다,과부,기독교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q73|Q75
R_2XomMs0GmRKBy42,여,1960,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2009,2009,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),충북,기타(예:서당),예,,잘 모르겠다,국민의힘,,,10,어느 정도 자랑스럽다,어느 정도 자랑스럽다,,,Q71|Q72,
R_2q9o179uVh9CGoy,여,1959,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2018,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,중도적,국민의힘,,,10,매우 자랑스럽다,별로 자랑스럽지 않다,,,Q71|Q72,
R_3kvalSxBS1IEnh7,여,1946,함경남도,South Hamgyong Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2005,2005,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,,,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,,Q70|Q72,Q74|Q75
R_1l5XlM6Qz5GmDGO,여,1958,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2008,2012,돈을 더 많이 벌고 싶어서,경기도,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,,,9,매우 자랑스럽다,전혀 자랑스럽지 않다,,,Q70|Q72,
R_Tqsswe0KtuKKs8N,남,1994,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2019,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),인천,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,국민의힘,,,5,매우 자랑스럽다,별로 자랑스럽지 않다,3,3,Q71|Q72,Q74|Q75
R_31MMljetUUTky1G,여,1957,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2003,2004,식량이 부족해서,서울,고등학교,예,,중도적,국민의힘,이혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q73|Q75
R_1Qa5Bjys6N6Nu2R,여,1970,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,예,2009,2009,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,대학교,아니오,예,다소 진보적,더불어민주당,기혼,무교,3,별로 자랑스럽지 않다,매우 자랑스럽다,2,3,Q71|Q72,Q73|Q75
R_2q1wuQVZhv3tpYQ,여,1992,남포,Nampo,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2019,북조선에 함께 있던 가족을 따라서,경기도,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,미혼,기독교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,1,Q71|Q72,Q73|Q75
R_AnGmhN37g1mnNQt,남,1988,평안북도,North Pyongan Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2015,2015,북조선에 함께 있던 가족을 따라서,인천,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,6,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_1ihqz50nQY0NQR9,여,1950,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,아니오,2010,2009,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,과부,기독교,0,매우 자랑스럽다,별로 자랑스럽지 않다,3,3,Q71|Q72,Q73|Q75
R_8HCodXDgdPdBSh3,여,1992,함경북도,North Hamgyong Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2007,2011,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),전남,고등학교,아니오,아니오,중도적,더불어민주당,기혼,무교,8,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,0,2,Q71|Q72,Q74|Q75
R_2YQaImvc8ydyw1X,여,1994,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2015,2018,돈을 더 많이 벌고 싶어서,서울,전문대학(기술 학교 포함),아니오,아니오,중도적,더불어민주당,미혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_3NVaqE7ZqSXTIrg,남,1989,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2012,2016,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),인천,대학교,아니오,아니오,중도적,국민의힘,기혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q74|Q75
R_10r6ygisLa612lw,남,1985,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2010,2016,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),인천,대학교,아니오,아니오,중도적,국민의힘,기혼,무교,9,매우 자랑스럽다,어느 정도 자랑스럽다,1,1,Q71|Q72,Q74|Q75
R_2yscagaZXB8WZor,남,1983,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2008,2010,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),예,,중도적,기본소득당,미혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q70|Q72,Q73|Q75
R_1lhGaMQgiufnWub,남,1985,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2011,2012,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),예,,중도적,진보당,미혼,기독교,7,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q71|Q72,Q73|Q75
R_2B35z6TeBslGTFx,여,1987,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2013,2015,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,대학교,예,,중도적,진보당,미혼,기독교,7,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q70|Q72,Q73|Q75
R_3MS9vL4QTRclzvz,여,1983,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2008,2009,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),예,,중도적,기본소득당,미혼,기독교,9,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q71|Q72,Q73|Q75
R_1rAi9pH7ZMQ5MTs,여,1985,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2010,2011,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,다소 보수적,시대전환,미혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q70|Q72,Q73|Q75
R_1MLMjarykijxlK1,여,1987,자강도,Jagang Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2012,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,중도적,기본소득당,미혼,무교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_1doCq1O2rwq9lnF,여,1990,자강도,Jagang Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2015,2015,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,7,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_xuBHId1WVvP7GPD,여,1991,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2016,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q73|Q75
R_2wafZMA5yytj4dq,여,1992,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2017,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q71|Q72,Q73|Q75
R_3P2DFhWC6gfBLah,여,1993,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2019,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_272VhMm69cOl9pV,여,1978,함경북도,North Hamgyong Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2010,2012,식량이 부족해서,경기도,학교를 다시 다니지 않았다,아니오,아니오,중도적,더불어민주당,기혼,무교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_p6lRGYAUHzjq4rD,남,1986,황해북도,North Hwanghae Province,0,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2014,2014,식량이 부족해서,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,잘 모르겠다,미혼,무교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_2qlaw1l2bcjI2cL,여,1984,평양,Pyongyang,0,1,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,예,2009,2013,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),부산,학교를 다시 다니지 않았다,아니오,아니오,중도적,더불어민주당,기혼,기독교,8,어느 정도 자랑스럽다,어느 정도 자랑스럽다,0,2,Q70|Q72,Q73|Q75
R_2PAlr4s5GWamp3U,남,1988,평안북도,North Pyongan Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2007,2007,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),울산,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,천주교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_3htZ7N184yMwFmc,여,1989,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2015,2016,신변의 위협을 느껴서,대구,학교를 다시 다니지 않았다,예,,잘 모르겠다,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,3,2,Q70|Q72,Q74|Q75
