response_id,gender,birth_year,birth_place_raw,birth_place_english,border_region,capital_region,education_nk_raw,education_nk_english,father_party_member_raw,mother_party_member_raw,party_member_raw,year_defection,year_arrived_sk,reason_defection_raw,residence_sk_raw,education_sk_raw,unemployed_raw,retired_raw,political_orientation_raw,party_preference_raw,marital_status_raw,religion_raw,national_identity_strength,direct_sk_pride,direct_nk_pride,list_sk_pride_count,list_nk_pride_count,list_sk_pride_treatment_arm,list_nk_pride_treatment_arm
R_22Dkz9DH84yUmqm,여,1980,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2003,2008,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,전문대학(기술 학교 포함),아니오,아니오,잘 모르겠다,잘 모르겠다,이혼,기독교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,1,Q71|Q72,Q74|Q75
R_3hlG2BCGC0R6tjG,여,1988,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2013,2014,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,대학교,아니오,아니오,잘 모르겠다,국민의힘,기혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,3,2,Q71|Q72,Q73|Q75
R_vZC4KzlNvxfE7LP,여,1956,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2014,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q71|Q72,Q73|Q75
R_24pj3N52YqzihXR,남,1993,황해북도,North Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2020,2021,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,미혼,무교,6,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q71|Q72,Q74|Q75
R_1E54X56k2qxMCqs,남,1980,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2018,2018,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,이혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,3,Q70|Q72,Q74|Q75
R_3dENTQRiUwBN2Em,여,1994,함경남도,South Hamgyong Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2022,2022,돈을 더 많이 벌고 싶어서,경기도,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,잘 모르겠다,미혼,무교,5,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_3OdZp61SWoYIaDJ,여,1978,함경남도,South Hamgyong Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2019,2021,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,불교,7,어느 정도 자랑스럽다,어느 정도 자랑스럽다,0,0,Q70|Q72,Q74|Q75
R_2wjKyUYilX9ODbS,남,1992,함경북도,North Hamgyong Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2020,2023,돈을 더 많이 벌고 싶어서,대전,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,잘 모르겠다,미혼,불교,5,어느 정도 자랑스럽다,어느 정도 자랑스럽다,0,3,Q70|Q72,Q73|Q75
R_1f8eM8amKvWliF2,여,1992,함경북도,North Hamgyong Province,1,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2020,2021,돈을 더 많이 벌고 싶어서,강원도,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,잘 모르겠다,미혼,기독교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q73|Q75
R_12aGBQW3Ri46RyU,남,1980,평안북도,North Pyongan Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2018,2020,주변 사람(가족 제외)의 권유로,경기도,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,무교,7,어느 정도 자랑스럽다,어느 정도 자랑스럽다,0,0,Q71|Q72,Q74|Q75
R_1LMyND0tutUHXoo,남,1982,평안남도,South Pyongan Province,0,0,인민학교 이하,Elementary or below,아니오,아니오,아니오,2017,2017,가족 (자녀 등)에게 더 나은 생활환경을 주려고,충남,학교를 다시 다니지 않았다,예,,다소 보수적,잘 모르겠다,미혼,무교,,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_1qf7HVR1DlImDRG,여,1972,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,기타(예:서당),예,,잘 모르겠다,잘 모르겠다,과부,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,2,4,Q71|Q72,Q73|Q75
R_3hgUEe5LKdPSMrh,여,1973,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2019,2019,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,예,,다소 보수적,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,4,Q70|Q72,Q73|Q75
R_Xk6t1SOhwyhHUf7,여,1966,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,2016,2016,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,전문대학(기술 학교 포함),아니오,아니오,매우 보수적,국민의힘,과부,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,3,2,Q70|Q72,Q73|Q75
R_RqTdn6wffSKXbUZ,남,1975,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2010,2010,돈을 더 많이 벌고 싶어서,광주,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,잘 모르겠다,기혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_8dXbYVIHVL4nveV,여,1981,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2017,2017,돈을 더 많이 벌고 싶어서,경기도,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,과부,무교,6,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_1Nsli3NdWpV6wqv,여,1957,함경남도,South Hamgyong Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,예,2004,2014,신변의 위협을 느껴서,서울,대학교,아니오,예,중도적,국민의힘,과부,무교,0,매우 자랑스럽다,매우 자랑스럽다,3,2,Q71|Q72,Q74|Q75
R_07WssOzfJtVvDpv,여,1970,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,예,2009,2009,돈을 더 많이 벌고 싶어서,서울,대학교,아니오,예,매우 진보적,더불어민주당,기혼,무교,3,별로 자랑스럽지 않다,매우 자랑스럽다,2,2,Q71|Q72,Q73|Q75
R_2QL3MpyV2bTYpNR,여,1972,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2013,2017,신변의 위협을 느껴서,강원도,학교를 다시 다니지 않았다,아니오,아니오,매우 보수적,국민의힘,기혼,기독교,9,매우 자랑스럽다,,2,1,Q70|Q72,Q74|Q75
R_1LkAJt4TjV57iKs,여,1951,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2009,2009,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,학교를 다시 다니지 않았다,예,,잘 모르겠다,국민의힘,과부,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,3,4,Q71|Q72,Q73|Q75
R_2dhhIgsQkyshWlc,여,1950,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2011,2011,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,잘 모르겠다,국민의힘,과부,기독교,,매우 자랑스럽다,전혀 자랑스럽지 않다,2,3,Q71|Q72,Q74|Q75
R_2uVxwVy97snl2ER,여,1986,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2006,2007,먼저 탈북한 사람(가족 제외)이 권유해서,강원도,대학교,아니오,예,다소 보수적,국민의힘,기혼,무교,10,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,3,1,Q71|Q72,Q73|Q75
R_VJaILU1zpHkwN8J,남,1969,평안남도,South Pyongan Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,예,2017,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,매우 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q74|Q75
R_29criKFIDTymY2B,여,1963,평안남도,South Pyongan Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),예,예,아니오,2007,2007,신변의 위협을 느껴서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,국민의힘,이혼,기독교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,4,4,Q71|Q72,Q73|Q75
R_3CQlVt1AAcR6Zsh,여,1967,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2014,2014,식량이 부족해서,경기도,고등학교,아니오,예,매우 진보적,더불어민주당,동거,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,3,Q71|Q72,Q73|Q75
R_3saINeeKkxtl2qh,남,1957,평안남도,South Pyongan Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,예,2009,2009,식량이 부족해서,인천,학교를 다시 다니지 않았다,예,,매우 진보적,국민의힘,미혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,3,3,Q70|Q72,Q73|Q75
R_27VEiqilgbeOdr5,여,1998,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,전문대학(기술 학교 포함),아니오,아니오,잘 모르겠다,국민의힘,기혼,기독교,2,매우 자랑스럽다,매우 자랑스럽다,3,3,Q70|Q72,Q74|Q75
R_3PoWcKpD3a7L0lJ,남,1981,평안남도,South Pyongan Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2014,2015,돈을 더 많이 벌고 싶어서,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,잘 모르겠다,기혼,무교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_21FnSTKU3Fwntlb,여,1976,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2010,2010,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,대학원 이상,예,,다소 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,3,4,Q71|Q72,Q73|Q75
R_27CmpLJvF4cZ4Sg,여,1982,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,광주,대학교,아니오,아니오,잘 모르겠다,잘 모르겠다,기혼,무교,,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q73|Q75
R_2dEoEUjiVbgn7of,여,1971,평양,Pyongyang,0,1,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2019,2019,먼저 탈북한 사람(가족 제외)이 권유해서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,3,3,Q71|Q72,Q73|Q75
R_2P5wJI9tIJh9YH0,여,1959,함경남도,South Hamgyong Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),예,예,예,2011,2011,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,학교를 다시 다니지 않았다,예,,잘 모르겠다,더불어민주당,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_enEsekD4fVwapUZ,남,1955,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2009,2009,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,학교를 다시 다니지 않았다,예,,잘 모르겠다,더불어민주당,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q73|Q75
R_27sy0kjtezbRWAc,여,1952,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,예,1998,2006,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,기타(예:서당),예,,다소 진보적,국민의힘,과부,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q71|Q72,Q74|Q75
R_1I4AxuPQxzW0xAk,여,1973,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2008,2008,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,예,잘 모르겠다,잘 모르겠다,기혼,무교,9,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_2eXT5nZWRVDXOOQ,여,1960,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,예,2005,2009,돈을 더 많이 벌고 싶어서,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,동거,기독교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_cO0rNrlpRyZIB45,여,1948,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,2013,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,기타(예:서당),예,,매우 진보적,국민의힘,미혼,기독교,0,매우 자랑스럽다,전혀 자랑스럽지 않다,0,0,Q71|Q72,Q74|Q75
R_3eens3XIQqb6JD7,여,1990,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2008,2009,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,대학교,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,5,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,2,Q70|Q72,Q73|Q75
R_3HoGDewYXrlhDdf,여,1973,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,2018,2019,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,전문대학(기술 학교 포함),아니오,아니오,매우 진보적,국민의힘,이혼,기독교,10,매우 자랑스럽다,어느 정도 자랑스럽다,3,1,Q70|Q72,Q74|Q75
R_Pwd5f3sIFSVoYdr,여,1992,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2020,2021,식량이 부족해서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,더불어민주당,미혼,무교,,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,2,Q71|Q72,Q73|Q75
R_1CqI4BbjTAJy52Y,여,1985,평안남도,South Pyongan Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2018,2020,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_32LwZdps7jj6s8V,여,1946,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,예,아니오,2013,2014,북조선에 함께 있던 가족을 따라서,경기도,학교를 다시 다니지 않았다,아니오,예,다소 보수적,국민의힘,기혼,기독교,6,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_3MyWpSHD7kFLB29,여,1982,평안북도,North Pyongan Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2013,2014,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),울산,대학교,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q71|Q72,Q74|Q75
R_1F5L95XzXv4tjpW,남,1972,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2010,2010,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,3,Q71|Q72,Q73|Q75
R_2AYiqSBiazyWZHj,여,1979,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2006,2006,신변의 위협을 느껴서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,어느 정도 자랑스럽다,0,3,Q70|Q72,Q73|Q75
R_2zBko1EhYlphyqB,남,1994,평안남도,South Pyongan Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2020,2020,먼저 탈북한 가족을 찾거나 함께 살기 위해,세종,학교를 다시 다니지 않았다,아니오,아니오,중도적,정의당,미혼,무교,,어느 정도 자랑스럽다,어느 정도 자랑스럽다,1,1,Q71|Q72,Q73|Q75
R_2w1vG7ONKnHXTyY,남,1989,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2017,2019,북조선에 함께 있던 가족을 따라서,부산,학교를 다시 다니지 않았다,아니오,아니오,매우 보수적,국민의힘,이혼,불교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q70|Q72,Q74|Q75
R_1OAXj3gYoKEn2O7,여,1990,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2019,2021,돈을 더 많이 벌고 싶어서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,미혼,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,0,1,Q70|Q72,Q74|Q75
R_3HulFx4cVjlIvVG,남,1973,량강도,Ryanggang Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,예,2014,2014,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,중학교,예,,매우 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q73|Q75
R_1OKd4sTzqKLGMCl,남,1992,황해북도,North Hwanghae Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),대전,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_3fBjxRFnZuCK6Ls,남,1980,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2005,2008,돈을 더 많이 벌고 싶어서,충남,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,미혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_sMqQwASqnv7dDcl,여,1990,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2010,2010,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,고등학교,예,,잘 모르겠다,잘 모르겠다,기혼,무교,6,,,1,1,Q70|Q72,Q73|Q75
R_1AjBFijc4IRJGa5,남,1987,황해남도,South Hwanghae Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2017,2020,식량이 부족해서,광주,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,2,Q70|Q72,Q73|Q75
R_10Mg3d7UcVB7Xfg,남,1991,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2011,2011,돈을 더 많이 벌고 싶어서,경기도,중학교,아니오,아니오,중도적,잘 모르겠다,미혼,기독교,6,어느 정도 자랑스럽다,매우 자랑스럽다,1,1,Q70|Q72,Q74|Q75
R_3P4yE2POVI1Y8Ig,여,1972,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2013,2016,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,불교,9,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_bwGroqOgDPnHpQd,남,1992,황해남도,South Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2018,2018,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,전문대학(기술 학교 포함),아니오,아니오,잘 모르겠다,잘 모르겠다,미혼,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,0,0,Q70|Q72,Q74|Q75
R_WwjFUMYgpnV8brr,여,1968,강원도,Gangwon Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2004,2000,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,예,,다소 보수적,더불어민주당,과부,불교,6,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q71|Q72,Q74|Q75
R_2rURPiUiBVMKoCV,남,1947,량강도,Ryanggang Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,0,2,Q70|Q72,Q74|Q75
R_3NPQaO7PMGIWejo,남,1986,평안북도,North Pyongan Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2015,2017,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,0,2,Q71|Q72,Q73|Q75
R_27fiWKemCMPwLvI,여,1990,황해남도,South Hwanghae Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2017,2019,북조선에 함께 있던 가족을 따라서,인천,학교를 다시 다니지 않았다,아니오,예,다소 진보적,더불어민주당,기혼,무교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_24JbihaCW5UgUqD,남,1964,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,예,2011,2011,돈을 더 많이 벌고 싶어서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,6,매우 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q70|Q72,Q73|Q75
R_22oc8WJNCtDLGdl,여,1990,황해남도,South Hwanghae Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2015,2016,돈을 더 많이 벌고 싶어서,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,미혼,무교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_xhJXrjF5Llf6HyV,여,1970,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,1997,2007,식량이 부족해서,인천,학교를 다시 다니지 않았다,아니오,예,매우 진보적,더불어민주당,이혼,무교,10,매우 자랑스럽다,매우 자랑스럽다,2,2,Q71|Q72,Q73|Q75
R_11ZsvOZmErnjDTM,여,1988,평안남도,South Pyongan Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2014,2015,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,전문대학(기술 학교 포함),아니오,아니오,중도적,잘 모르겠다,미혼,기독교,8,매우 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q74|Q75
R_1eRDqwH1mEXgUxl,여,1980,황해북도,North Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2008,2010,돈을 더 많이 벌고 싶어서,부산,전문대학(기술 학교 포함),아니오,아니오,다소 보수적,잘 모르겠다,기혼,불교,8,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q70|Q72,Q73|Q75
R_bvjKKXTkDNnMD9D,여,1981,평양,Pyongyang,0,1,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2010,2010,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,아니오,매우 진보적,더불어민주당,기혼,무교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_zdIbpoXlgoJAccV,여,1988,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2018,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,경기도,전문대학(기술 학교 포함),아니오,예,중도적,잘 모르겠다,미혼,무교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q73|Q75
R_2VJCMEKbzFDxO8k,남,1991,황해남도,South Hwanghae Province,0,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),아니오,아니오,아니오,2017,2019,돈을 더 많이 벌고 싶어서,충북,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,잘 모르겠다,미혼,무교,7,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,1,Q71|Q72,Q74|Q75
