response_id,gender,region_raw,age,education_raw,residency_status_raw,ideology_scale_raw,party_id_raw,religion_raw,direct_pride_korea,list_pride_count,list_pride_treatment_arm,direct_nksk_maintain,list_nksk_count,list_nksk_treatment_arm,national_identity_strength
R_4cS4dAaQfPqLPGa,남성,경북,48,대학교,예,5,국민의힘,기독교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,2,Q64|Q65,6
R_4CjkL3IgMs1f2yB,여성,경기도,23,대학교,예,"1
진보",더불어민주당,천주교,별로 자랑스럽지 않다,1,Q60|Q62,약간 찬성함,2,Q63|Q65,10
R_4ANUbio9X2Llw77,남성,서울,54,대학교,예,6,국민의힘,기독교,어느 정도 자랑스럽다,3,Q60|Q62,매우 찬성함,2,Q64|Q65,8
R_4Aj6HZZJeKRPKEx,남성,경기도,37,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4uW7kWvrWbzvxBL,남성,경기도,42,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,1,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_4akPKaLPXwR7elK,여성,경북,40,전문 대학교(기술 학교 포함),예,5,잘 모르겠다,불교,매우 자랑스럽다,1,Q60|Q62,매우 찬성함,2,Q64|Q65,7
R_4mwnDqrvMkE3K9j,남성,서울,46,대학교,예,3,더불어민주당,무교,어느 정도 자랑스럽다,2,Q61|Q62,매우 찬성함,1,Q63|Q65,9
R_4coHYl1LLktDos1,남성,서울,59,고등학교,예,3,더불어민주당,기독교,전혀 자랑스럽지 않다,2,Q61|Q62,약간 찬성함,1,Q63|Q65,3
R_4bVHzBcpj0ZLYch,여성,경기도,45,대학교,예,5,잘 모르겠다,기독교,전혀 자랑스럽지 않다,1,Q60|Q62,매우 찬성함,1,Q63|Q65,5
R_42K2FdicrYtheVS,남성,충북,37,대학교,예,6,다른 정당,기독교,별로 자랑스럽지 않다,1,Q61|Q62,별로 찬성하지 않음,2,Q63|Q65,4
R_4IlFpC7UO6rphLP,남성,서울,52,대학원 이상,예,6,더불어민주당,기독교,어느 정도 자랑스럽다,1,Q61|Q62,약간 찬성함,2,Q64|Q65,6
R_4TTOGLRx3U3ezoB,남성,경기도,53,대학교,예,6,국민의힘,무교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,2,Q63|Q65,6
R_4WSxHCjBxvN85sn,여성,서울,26,대학교,예,6,더불어민주당,천주교,별로 자랑스럽지 않다,0,Q60|Q62,약간 찬성함,2,Q64|Q65,6
R_4IPYn7l8KHThGwh,남성,경기도,61,고등학교,예,3,더불어민주당,무교,어느 정도 자랑스럽다,2,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,9
R_4R9J9QL9q2k1fNl,여성,서울,30,대학교,예,2,더불어민주당,기타,어느 정도 자랑스럽다,2,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_44PxjPW0RdLDPCF,남성,경남,55,대학원 이상,예,5,더불어민주당,무교,어느 정도 자랑스럽다,2,Q61|Q62,별로 찬성하지 않음,2,Q63|Q65,8
R_4i41dMuqneqTQkz,남성,경북,48,대학교,예,5,국민의힘,무교,어느 정도 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q63|Q65,10
R_4nOYpHc5vO2A5ei,여성,서울,26,전문 대학교(기술 학교 포함),예,5,잘 모르겠다,무교,별로 자랑스럽지 않다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,6
R_4zcDzPKV6j6qpF0,여성,서울,35,대학원 이상,예,4,더불어민주당,무교,어느 정도 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
R_4asK4ZXzmsSYh2J,여성,전남,68,대학교,예,4,더불어민주당,기독교,매우 자랑스럽다,3,Q60|Q62,약간 찬성함,2,Q64|Q65,10
R_4Cwj25nbYek8xb7,여성,경기도,42,고등학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,2,Q61|Q62,약간 찬성함,1,Q64|Q65,3
R_40BHiXzQYav6HdL,남성,경기도,41,전문 대학교(기술 학교 포함),예,6,잘 모르겠다,기독교,매우 자랑스럽다,3,Q61|Q62,매우 찬성함,1,Q63|Q65,10
R_4Tv2ld5T6mqAjmy,남성,경기도,68,대학원 이상,예,7,국민의힘,무교,별로 자랑스럽지 않다,2,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4Mm7beXEwoVquR8,여성,서울,37,대학교,예,5,국민의힘,무교,어느 정도 자랑스럽다,1,Q61|Q62,약간 찬성함,1,Q63|Q65,10
R_4kOAvxEs6k9nbz3,남성,경북,57,대학교,예,6,국민의힘,천주교,매우 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4oyyJuGj9jWmA05,여성,서울,32,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,2,Q61|Q62,약간 찬성함,1,Q63|Q65,8
R_4gM7Q1UQK2MrDgh,남성,경기도,67,대학교,예,6,국민의힘,천주교,어느 정도 자랑스럽다,4,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_4rMO6Aoo7MxFjD2,남성,경북,71,고등학교,예,8,국민의힘,무교,전혀 자랑스럽지 않다,1,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
R_42IViC7XwoMDd4d,남성,경기도,60,대학원 이상,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,1,Q63|Q65,7
R_4PUC9egZYLrzqv5,남성,경기도,60,대학교,예,3,다른 정당,기독교,별로 자랑스럽지 않다,1,Q60|Q62,약간 찬성함,2,Q64|Q65,10
R_4fvoorRlcunlQrb,남성,서울,70,대학교,예,6,국민의힘,천주교,매우 자랑스럽다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,10
R_4s76ZEoInkstSCZ,남성,서울,58,대학교,예,7,국민의힘,기독교,매우 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,1,Q64|Q65,9
R_4LUWl6leBkhIzey,남성,경기도,72,대학교,예,5,잘 모르겠다,무교,별로 자랑스럽지 않다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,8
R_4MAv6MALwpJ46z9,남성,서울,55,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,1,Q63|Q65,7
R_4uUU1v12rTljm31,남성,강원도,63,대학교,예,7,국민의힘,천주교,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,2,Q64|Q65,8
R_4fH7AT1uqgIxoGN,남성,경기도,62,대학교,예,5,국민의힘,무교,어느 정도 자랑스럽다,4,Q61|Q62,약간 찬성함,2,Q63|Q65,9
R_4EhYvrud8xRm2P7,남성,서울,44,대학교,예,"10
보수",국민의힘,불교,매우 자랑스럽다,1,Q60|Q62,매우 찬성함,1,Q64|Q65,10
R_4k6dUkh9NN7iOIT,남성,경북,61,대학교,예,7,국민의힘,불교,매우 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q64|Q65,10
R_4j3xVSAdczFP4dQ,남성,서울,60,대학교,예,5,더불어민주당,천주교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,1,Q63|Q65,10
R_44oR8ImRliH4DuT,남성,강원도,67,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,9
R_4O6sLzTcWqO8QUP,남성,서울,57,대학원 이상,예,5,국민의힘,기독교,어느 정도 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,9
R_4GwdCsFP10wgBtY,남성,서울,56,대학교,예,4,녹색정의당,무교,전혀 자랑스럽지 않다,2,Q60|Q62,매우 찬성함,3,Q64|Q65,7
R_4GDOdXuT4lrkIVs,남성,서울,68,대학교,예,4,다른 정당,기독교,별로 자랑스럽지 않다,1,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,9
R_4FW3WlFFbJnJoQj,남성,서울,64,대학원 이상,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,1,Q60|Q62,약간 찬성함,2,Q64|Q65,10
R_4gYR59gsynOkeOm,남성,서울,73,고등학교,예,5,국민의힘,무교,매우 자랑스럽다,3,Q61|Q62,별로 찬성하지 않음,2,Q63|Q65,10
R_4npVZXfEImzQ0CH,남성,서울,67,대학원 이상,예,9,국민의힘,기독교,어느 정도 자랑스럽다,3,Q60|Q62,매우 찬성함,2,Q64|Q65,9
R_4ndx0nt6SZUTkM2,남성,경기도,72,대학교,예,9,국민의힘,무교,별로 자랑스럽지 않다,2,Q60|Q62,매우 찬성함,2,Q64|Q65,8
R_4PtyAaDI1o4W8YF,남성,경기도,62,대학원 이상,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,3,Q64|Q65,10
R_4EiHSY45ijD8bsx,남성,서울,55,대학교,예,9,국민의힘,무교,매우 자랑스럽다,2,Q61|Q62,매우 찬성함,1,Q64|Q65,9
R_4rIY0d15bCenCSt,남성,경기도,70,대학원 이상,예,9,국민의힘,기독교,매우 자랑스럽다,2,Q60|Q62,매우 찬성함,2,Q63|Q65,10
R_43x3Ng5LVia5UvD,남성,서울,59,대학교,예,6,다른 정당,불교,매우 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q63|Q65,10
R_4EpclGUx13HsVgG,남성,서울,59,대학원 이상,예,5,더불어민주당,기타,어느 정도 자랑스럽다,2,Q60|Q62,전혀 찬성하지 않음,1,Q64|Q65,6
R_4dBpIQdvRE4D4u2,남성,서울,64,대학교,예,7,국민의힘,무교,매우 자랑스럽다,3,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_4zUTHPXvHp0oQFO,남성,경기도,65,대학원 이상,예,4,더불어민주당,무교,어느 정도 자랑스럽다,3,Q61|Q62,전혀 찬성하지 않음,1,Q63|Q65,8
R_4kFxrskBQ6F9OAz,남성,경기도,75,대학교,예,6,국민의힘,불교,매우 자랑스럽다,3,Q61|Q62,약간 찬성함,2,Q64|Q65,9
R_4jOhjrfADBpZ8aJ,남성,경북,57,대학교,예,5,잘 모르겠다,불교,어느 정도 자랑스럽다,1,Q60|Q62,약간 찬성함,1,Q63|Q65,2
R_4iVW5RYwgXs5JHH,남성,서울,54,대학원 이상,예,8,국민의힘,천주교,어느 정도 자랑스럽다,2,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,8
R_4rckq8E7c4OkIKJ,남성,서울,78,대학교,예,8,국민의힘,무교,매우 자랑스럽다,4,Q61|Q62,매우 찬성함,2,Q64|Q65,9
R_4KxeZftMOXb6XrW,남성,경기도,61,대학원 이상,예,6,국민의힘,천주교,매우 자랑스럽다,2,Q60|Q62,약간 찬성함,2,Q64|Q65,10
R_4qvv7P243IKaxhf,남성,경기도,68,대학원 이상,예,4,더불어민주당,기독교,어느 정도 자랑스럽다,2,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_4Hhlc1r1TTgQ1V0,남성,서울,56,고등학교,예,4,더불어민주당,불교,전혀 자랑스럽지 않다,3,Q60|Q62,전혀 찬성하지 않음,0,Q63|Q65,8
R_4MytjBEzhS2UBtR,남성,서울,67,대학교,예,5,국민의힘,무교,매우 자랑스럽다,1,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,5
R_4pW7JtZ86u0JrmE,남성,경기도,66,고등학교,예,5,잘 모르겠다,무교,매우 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_49U7loaIo1WREFr,남성,서울,58,전문 대학교(기술 학교 포함),예,5,잘 모르겠다,무교,전혀 자랑스럽지 않다,2,Q61|Q62,약간 찬성함,2,Q64|Q65,5
R_4oGCyrLcpJ23T7y,남성,서울,60,대학교,예,5,더불어민주당,기독교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,1,Q64|Q65,9
R_4QFovG5ABwYZn7O,남성,서울,46,대학교,예,2,녹색정의당,무교,별로 자랑스럽지 않다,3,Q61|Q62,별로 찬성하지 않음,2,Q64|Q65,8
R_4niwtDB1x8vnFzx,남성,서울,55,고등학교,예,3,더불어민주당,무교,어느 정도 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4dMI6Z81gCil9Ei,남성,경기도,58,대학교,예,5,잘 모르겠다,무교,매우 자랑스럽다,2,Q60|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_4BGMI3zpGD7e5X3,남성,서울,59,대학교,예,8,국민의힘,무교,매우 자랑스럽다,4,Q61|Q62,매우 찬성함,2,Q64|Q65,10
R_4yk69krMHpBeJKF,남성,경북,65,대학원 이상,예,3,잘 모르겠다,무교,매우 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_4kNqXSNQqdOPZDD,남성,충남,61,대학교,예,3,더불어민주당,천주교,매우 자랑스럽다,2,Q60|Q62,약간 찬성함,1,Q63|Q65,10
R_4RBfnib367KTaJH,남성,충남,60,대학교,예,8,국민의힘,무교,매우 자랑스럽다,1,Q60|Q62,약간 찬성함,1,Q64|Q65,10
R_4V9GHYbrzJT4ewu,남성,서울,56,대학교,예,5,다른 정당,무교,어느 정도 자랑스럽다,1,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,7
R_41u3POBnsXDSBNv,남성,경기도,56,전문 대학교(기술 학교 포함),예,7,국민의힘,기독교,매우 자랑스럽다,2,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,9
R_4HXKrmdgA7xnr2x,남성,경기도,64,대학원 이상,예,9,국민의힘,기독교,어느 정도 자랑스럽다,4,Q61|Q62,매우 찬성함,1,Q63|Q65,10
R_4O1GbDHtBRk8HUB,남성,서울,57,대학교,예,8,국민의힘,불교,어느 정도 자랑스럽다,3,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4dGIZcDPYgTAMNk,남성,경북,59,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,1,Q60|Q62,약간 찬성함,2,Q64|Q65,8
R_4LHym5bedP4csNx,남성,경기도,57,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,0,Q61|Q62,약간 찬성함,1,Q64|Q65,10
R_4WVFOHZlDHKbful,남성,서울,64,대학교,예,2,더불어민주당,무교,별로 자랑스럽지 않다,3,Q60|Q62,매우 찬성함,3,Q63|Q65,3
R_41inj2J4LgAoMHo,남성,경기도,66,전문 대학교(기술 학교 포함),예,8,국민의힘,천주교,별로 자랑스럽지 않다,2,Q61|Q62,매우 찬성함,1,Q63|Q65,10
R_4YK4URMxtQZBER3,남성,서울,57,대학원 이상,예,6,국민의힘,천주교,어느 정도 자랑스럽다,1,Q60|Q62,매우 찬성함,2,Q64|Q65,9
R_411iAzP8mzwUzuw,남성,서울,62,대학교,예,6,더불어민주당,무교,별로 자랑스럽지 않다,2,Q61|Q62,별로 찬성하지 않음,1,Q63|Q65,8
R_4C25yIDVFK8lkzG,남성,서울,59,대학교,예,6,국민의힘,기독교,어느 정도 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,2,Q64|Q65,8
R_4KTk2MF0oCy7i3d,남성,경기도,56,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,2,Q61|Q62,약간 찬성함,2,Q64|Q65,7
R_4RkiQ66p6GiNj4M,남성,경기도,59,대학교,예,7,잘 모르겠다,무교,별로 자랑스럽지 않다,1,Q60|Q62,약간 찬성함,3,Q64|Q65,10
R_4e7QuSFbvgT1Ktr,남성,경기도,51,대학교,예,5,더불어민주당,기독교,매우 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,3,Q64|Q65,10
R_4xPJEZkGotetFbS,남성,경기도,61,대학교,예,5,다른 정당,무교,어느 정도 자랑스럽다,3,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,8
R_42Rv03VhQRTYa2I,남성,서울,57,대학교,예,3,더불어민주당,불교,어느 정도 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_4vmtg5XsUgz3HUJ,남성,전남,56,대학교,예,5,다른 정당,기타,별로 자랑스럽지 않다,3,Q60|Q62,전혀 찬성하지 않음,1,Q64|Q65,7
R_4obxyBGWvIdDHvF,남성,경북,57,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,0,Q63|Q65,6
R_4azqOMD6n1p3x5H,남성,경기도,56,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,1,Q61|Q62,약간 찬성함,1,Q63|Q65,8
R_4DP4XPB0YjpfWfm,남성,충남,64,대학교,예,4,잘 모르겠다,불교,매우 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q64|Q65,9
R_4STex2QsCOHGMh3,남성,경북,58,고등학교,예,6,더불어민주당,기타,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,3,Q64|Q65,7
R_4jbDn5kESvrwwjn,남성,충북,61,대학교,예,5,더불어민주당,불교,매우 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4Phs8IjAMOpfyS5,남성,경기도,57,고등학교,예,"1
진보",더불어민주당,무교,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,1,Q64|Q65,8
R_4rPlkuoCe3MHmh2,남성,서울,67,대학교,예,6,국민의힘,무교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,3,Q64|Q65,8
R_4plMKIxTA7kUc8N,남성,전북,62,고등학교,예,3,더불어민주당,무교,별로 자랑스럽지 않다,1,Q61|Q62,전혀 찬성하지 않음,1,Q63|Q65,5
R_4OZ88l8ar9EBmxj,남성,경남,59,대학교,예,5,잘 모르겠다,불교,별로 자랑스럽지 않다,0,Q60|Q62,약간 찬성함,0,Q63|Q65,8
R_4tLsSnB8GwfUHyj,남성,경기도,58,대학교,예,2,더불어민주당,무교,어느 정도 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q63|Q65,6
R_4VNCVoGHtg21gyK,남성,서울,71,고등학교,예,"1
진보",더불어민주당,천주교,별로 자랑스럽지 않다,2,Q61|Q62,전혀 찬성하지 않음,0,Q63|Q65,5
R_4qKRhAejrA8z1KN,남성,경남,72,대학교,예,6,국민의힘,불교,매우 자랑스럽다,2,Q60|Q62,매우 찬성함,1,Q64|Q65,10
R_4ctRDD5bEEBcIja,남성,충남,58,대학교,예,5,더불어민주당,불교,매우 자랑스럽다,2,Q61|Q62,전혀 찬성하지 않음,2,Q63|Q65,7
R_44JmJVqkQuy6qTA,남성,경기도,58,대학원 이상,예,6,국민의힘,불교,매우 자랑스럽다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,5
R_4jV5te3U4nZBgGJ,남성,서울,68,대학교,예,6,국민의힘,천주교,매우 자랑스럽다,3,Q60|Q62,약간 찬성함,1,Q63|Q65,10
R_4YFF479o17Y3ug1,남성,경기도,55,고등학교,예,5,더불어민주당,기독교,어느 정도 자랑스럽다,3,Q61|Q62,전혀 찬성하지 않음,1,Q64|Q65,8
R_4qf3EEyJ5QSNDev,남성,서울,66,고등학교,예,5,녹색정의당,무교,어느 정도 자랑스럽다,1,Q61|Q62,매우 찬성함,2,Q64|Q65,6
R_4fr8wNZ54kd4f2p,남성,경기도,55,고등학교,예,2,더불어민주당,무교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,1,Q63|Q65,8
R_4ZB7rkHLa1GlH45,남성,서울,60,대학원 이상,예,7,국민의힘,천주교,어느 정도 자랑스럽다,2,Q60|Q62,매우 찬성함,3,Q64|Q65,7
R_4LqJiHhylfMgwLP,남성,경기도,54,대학교,예,7,잘 모르겠다,기독교,어느 정도 자랑스럽다,3,Q61|Q62,약간 찬성함,1,Q63|Q65,7
R_4KrQnRRAG2QLSZd,남성,경기도,58,대학교,예,3,더불어민주당,무교,어느 정도 자랑스럽다,2,Q61|Q62,전혀 찬성하지 않음,2,Q64|Q65,9
R_4qjxcVOcpxvJloN,남성,경기도,35,대학교,예,7,국민의힘,무교,어느 정도 자랑스럽다,3,Q61|Q62,별로 찬성하지 않음,3,Q64|Q65,8
R_4jFGSFCqvgJ1IpX,남성,경기도,65,대학교,예,6,국민의힘,불교,매우 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,10
R_4VF6Kxn0ztrCI0h,남성,서울,57,대학원 이상,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,1,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_4E6wgOQ8PigZreX,남성,서울,58,대학교,예,5,더불어민주당,무교,어느 정도 자랑스럽다,1,Q60|Q62,별로 찬성하지 않음,2,Q64|Q65,9
R_46WGGtpckRDaDyF,남성,경남,74,대학교,예,8,국민의힘,불교,매우 자랑스럽다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,10
R_4oBAGtOkaLBymz9,남성,경기도,59,대학원 이상,예,6,국민의힘,천주교,어느 정도 자랑스럽다,1,Q60|Q62,약간 찬성함,2,Q64|Q65,5
R_42rnJrWR9QARsfj,남성,경기도,59,대학교,예,5,잘 모르겠다,불교,어느 정도 자랑스럽다,2,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
R_4NtDzvFbzMgyCUO,남성,서울,56,대학교,예,7,국민의힘,무교,매우 자랑스럽다,2,Q60|Q62,약간 찬성함,2,Q64|Q65,10
R_4qIHYiLeSWD0Vw4,남성,서울,65,대학교,예,9,국민의힘,기독교,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,1,Q63|Q65,9
R_4PhuKNS9idw9Qlw,남성,전남,65,대학교,예,4,더불어민주당,기독교,매우 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,2,Q64|Q65,10
R_4elJzwprFdFSRI5,남성,경기도,56,대학교,예,6,국민의힘,기독교,매우 자랑스럽다,1,Q60|Q62,매우 찬성함,2,Q64|Q65,10
R_4FK9yJ6Edxpp9kG,남성,서울,53,대학교,예,3,더불어민주당,무교,매우 자랑스럽다,2,Q61|Q62,약간 찬성함,3,Q64|Q65,9
R_44NxEjZWDyTgPz5,남성,경남,69,대학원 이상,예,7,국민의힘,천주교,어느 정도 자랑스럽다,2,Q60|Q62,별로 찬성하지 않음,2,Q64|Q65,10
R_5nOZIm8on1jc3CI,남성,경기도,56,전문 대학교(기술 학교 포함),예,5,국민의힘,천주교,어느 정도 자랑스럽다,3,Q60|Q62,매우 찬성함,1,Q64|Q65,10
R_44iGSLYDqtCqJ3z,남성,서울,66,대학교,예,6,국민의힘,기독교,어느 정도 자랑스럽다,3,Q60|Q62,별로 찬성하지 않음,0,Q64|Q65,6
R_4Mzl719zYSP6dCE,남성,경기도,69,대학교,예,6,잘 모르겠다,천주교,어느 정도 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
R_4NfbWvu2pJNrmFO,남성,경남,58,고등학교,예,9,국민의힘,불교,매우 자랑스럽다,2,Q60|Q62,약간 찬성함,2,Q64|Q65,8
R_4fACVIuKW5r5Tbo,남성,강원도,58,대학교,예,5,녹색정의당,무교,별로 자랑스럽지 않다,3,Q61|Q62,별로 찬성하지 않음,2,Q64|Q65,6
R_4tl3F5NdnRCNKQ4,남성,경북,64,대학교,예,7,국민의힘,무교,어느 정도 자랑스럽다,2,Q61|Q62,약간 찬성함,2,Q64|Q65,9
R_4QbkRjxJyqCc1YS,남성,서울,56,고등학교,예,4,더불어민주당,무교,어느 정도 자랑스럽다,1,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_47ytLpF28HmAbD3,남성,서울,65,대학원 이상,예,5,잘 모르겠다,무교,매우 자랑스럽다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,10
R_4GPM46y90GA8fLM,남성,경기도,66,대학교,예,5,더불어민주당,무교,별로 자랑스럽지 않다,2,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,6
R_4HhrNfHDhcOmz3o,남성,경남,70,고등학교,예,7,국민의힘,무교,어느 정도 자랑스럽다,2,Q60|Q62,약간 찬성함,2,Q64|Q65,9
R_4czQJMTrOswxaEW,남성,경기도,55,전문 대학교(기술 학교 포함),예,6,국민의힘,무교,어느 정도 자랑스럽다,1,Q60|Q62,별로 찬성하지 않음,1,Q63|Q65,7
R_4NLjYwkMkLgTMJx,남성,경기도,55,대학교,예,8,국민의힘,기독교,매우 자랑스럽다,4,Q61|Q62,매우 찬성함,1,Q63|Q65,10
R_4OID1MWOQhR3Dkv,남성,서울,55,고등학교,예,8,잘 모르겠다,무교,별로 자랑스럽지 않다,4,Q61|Q62,매우 찬성함,1,Q63|Q65,5
R_4ORkXfKC7BjZs2J,남성,경기도,55,고등학교,예,6,국민의힘,기독교,매우 자랑스럽다,3,Q61|Q62,약간 찬성함,1,Q63|Q65,10
R_4nXGnJItPDtECZP,남성,경남,65,대학교,예,5,국민의힘,무교,어느 정도 자랑스럽다,4,Q61|Q62,약간 찬성함,1,Q63|Q65,8
R_4ZEakRTCTCCEURM,남성,경기도,66,대학원 이상,예,8,국민의힘,무교,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,1,Q63|Q65,9
R_4ViBryA28UfXgtz,남성,경기도,59,대학교,예,6,더불어민주당,무교,매우 자랑스럽다,1,Q60|Q62,전혀 찬성하지 않음,1,Q63|Q65,5
R_4FIfFaZxmTeZMEH,남성,서울,70,대학교,예,6,다른 정당,기독교,매우 자랑스럽다,3,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,10
R_4EsB7YLDknapsR6,남성,경기도,78,고등학교,예,9,잘 모르겠다,무교,어느 정도 자랑스럽다,2,Q61|Q62,매우 찬성함,2,Q63|Q65,9
R_7s7bNVSP1Q4XQ2G,남성,경기도,47,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,4,Q61|Q62,약간 찬성함,2,Q64|Q65,10
R_4RthVAecOU7EA13,남성,서울,59,대학교,예,3,더불어민주당,무교,매우 자랑스럽다,3,Q60|Q62,전혀 찬성하지 않음,1,Q64|Q65,10
R_4dFhO2k14gDRzy6,남성,서울,64,대학원 이상,예,3,다른 정당,무교,전혀 자랑스럽지 않다,1,Q61|Q62,매우 찬성함,1,Q64|Q65,3
R_4pMfoeXKtBVIyMT,남성,경기도,71,대학교,예,6,국민의힘,천주교,어느 정도 자랑스럽다,3,Q60|Q62,약간 찬성함,1,Q64|Q65,8
R_4D616WoixtKIBAl,남성,서울,64,대학교,예,6,국민의힘,천주교,별로 자랑스럽지 않다,2,Q61|Q62,약간 찬성함,1,Q63|Q65,8
R_40q49GP6SHiwrZ7,남성,서울,80,대학교,예,2,더불어민주당,무교,매우 자랑스럽다,4,Q61|Q62,별로 찬성하지 않음,1,Q64|Q65,9
R_4FLm8y8kK1mK1K9,남성,서울,62,대학교,예,5,녹색정의당,무교,전혀 자랑스럽지 않다,3,Q60|Q62,매우 찬성함,1,Q63|Q65,5
R_4K3JgItvITB4JeC,남성,경기도,48,전문 대학교(기술 학교 포함),예,5,더불어민주당,불교,별로 자랑스럽지 않다,3,Q60|Q62,별로 찬성하지 않음,2,Q64|Q65,9
R_4zN5FDJIRQPU0gM,남성,서울,55,대학원 이상,예,2,다른 정당,무교,별로 자랑스럽지 않다,2,Q60|Q62,별로 찬성하지 않음,1,Q64|Q65,9
R_4f3YEM5M8c98kOJ,남성,서울,69,대학교,예,5,더불어민주당,기독교,매우 자랑스럽다,4,Q61|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
R_43ayYIHaTFUur3H,남성,서울,69,대학교,예,5,잘 모르겠다,무교,어느 정도 자랑스럽다,1,Q61|Q62,전혀 찬성하지 않음,1,Q63|Q65,10
